"http://google.com", "7", "2", "2", "4", "3", "5", "6", "5", "8", "6", "3", "8", "2", "0"
"http://yahoo.com", "52", "20", "31", "78", "61", "61", "55", "55", "68", "47", "20", "55", "15", "0"
"http://youtube.com", "75", "31", "51", "98", "128", "111", "95", "96", "104", "104", "31", "81", "24", "0"
"http://facebook.com", "78", "10", "10", "28", "40", "27", "36", "27", "39", "37", "7", "48", "6", "0"
"http://live.com", "9", "7", "7", "7", "8", "8", "14", "7", "10", "10", "4", "16", "6", "0"
"http://msn.com", "111", "44", "50", "110", "70", "86", "67", "67", "69", "67", "44", "75", "39", "0"
"http://wikipedia.org", "66", "18", "11", "69", "44", "69", "55", "65", "56", "69", "24", "53", "14", "0"
